,0,1,2
1042,Rs.,"16,699",
1043,Rs.,"59,999",
1044,Rs.,"10,057",
1045,Rs.,"13,599",
1046,Rs.,"64,999",
1047,Rs.,"14,649",
1048,Rs.,"15,699",
1049,Rs.,"1,320",
1050,Rs.,"67,499",
1051,Rs.,"28,999",
1052,Rs.,"99,999",
1053,Rs.,"10,000",
1054,Rs.,"2,219",
1055,Rs.,"219,999",
1056,Rs.,"26,999",
1057,Rs.,"16,999",
1058,Rs.,"17,899",
1059,Rs.,"28,999",
1060,Rs.,"30,850",
1061,Rs.,"46,799",
1062,Rs.,"51,999",
1063,Rs.,"25,000",
1064,Rs.,"2,639",
1065,Rs.,"25,499",
1066,Rs.,"23,200",
1067,Rs.,"215,000",
1068,Rs.,"15,999",
1069,Rs.,"16,499",
1070,Rs.,"10,050",
1071,Rs.,"18,669",
1072,Rs.,"57,999",
1073,Rs.,"18,999",
1074,Rs.,"28,999",
1075,Rs.,"18,650",
1076,Rs.,"9,279",
1077,Rs.,"65,399",
1078,Rs.,"7,379",
1079,Rs.,"1,350",
1080,Rs.,"18,999",
1081,Rs.,"18,999",
1082,Rs.,"13,570",
1083,Rs.,"18,850",
1084,Rs.,"11,748",
1085,Rs.,"39,999",
1086,Rs.,"31,999",
1087,Rs.,"71,999",
1088,Rs.,"19,699",
1089,Rs.,"1,350",
1090,Rs.,"50,000",
1091,Rs.,"14,699",
1092,Rs.,"23,999",
1093,Rs.,"11,750",
1094,Rs.,"3,599",
1095,Rs.,"5,000",
1096,Rs.,"2,799",
1097,Rs.,"23,499",
1098,Rs.,"7,000",
1099,Rs.,"13,599",
1100,Rs.,"20,699",
1101,Rs.,"1,999",
1102,Rs.,"28,490",
1103,Rs.,"4,499",
1104,Rs.,"21,565",
1105,Rs.,"41,899",
1106,Rs.,"16,200",
1107,Rs.,"31,899",
1108,Rs.,"18,299",
1109,Rs.,"3,800",
1110,Rs.,"28,488",
1111,Rs.,"14,585",
1112,Rs.,"59,999",
1113,Rs.,"15,499",
1114,Rs.,"16,390",
1115,Rs.,"13,899",
1116,Rs.,"25,790",
1117,Rs.,"30,999",
1118,Rs.,"12,400",
1119,Rs.,"47,999",
1120,Rs.,"57,999",
1121,Rs.,"1,410",
1122,Rs.,"2,649",
1123,Rs.,"4,849",
1124,Rs.,"19,499",
1125,Rs.,"4,999",
1126,Rs.,"23,780",
1127,Rs.,"19,999",
1128,Rs.,"56,799",
1129,Rs.,"16,700",
1130,Rs.,"10,999",
1131,Rs.,"31,999",
1132,Rs.,"16,900",
1133,Rs.,"15,999",
1134,Rs.,"44,000",
1135,Rs.,"1,399",
1136,Rs.,"19,899",
1137,Rs.,"59,999",
1138,Rs.,"3,900",
1139,Rs.,"5,100",
1140,Rs.,"5,048",
1141,Rs.,"2,559",
1142,Rs.,"18,999",
1143,Rs.,"9,480",
1144,Rs.,"20,999",
1145,Rs.,"20,890",
1146,Rs.,"26,999",
1147,Rs.,"10,899",
1148,Rs.,"16,999",
1149,Rs.,"13,490",
1150,Rs.,"35,850",
1151,Rs.,"24,820",
1152,Rs.,"2,230",
1153,Rs.,"37,499",
1154,Rs.,"24,500",
1155,Rs.,"9,499",
1156,Rs.,"9,999",
1157,Rs.,"2,599",
1158,Rs.,"2,925",
1159,Rs.,"39,999",
1160,Rs.,"61,999",
1161,Rs.,"23,999",
1162,Rs.,"2,750",
1163,Rs.,"39,390",
1164,Rs.,"17,499",
1165,Rs.,"5,999",
1166,Rs.,"20,999",
1167,Rs.,"39,999",
1168,Rs.,"11,650",
1169,Rs.,"13,000",
1170,Rs.,"2,250",
1171,Rs.,"17,199",
1172,Rs.,"12,199",
1173,Rs.,"31,999",
1174,Rs.,"5,689",
1175,Rs.,"31,999",
1176,Rs.,"14,680",
1177,Rs.,"23,999",
1178,Rs.,"13,799",
1179,Rs.,"16,599",
1180,Rs.,"36,999",
1181,Rs.,"23,399",
1182,Rs.,"15,700",
1183,Rs.,"127,990",
1184,Rs.,"57,999",
1185,Rs.,"24,999",
1186,Rs.,"16,499",
1187,Rs.,"40,000",
1188,Rs.,"5,499",
1189,Rs.,"23,398",
1190,Rs.,"28,499",
1191,Rs.,"69,999",
1192,Rs.,"32,990",
1193,Rs.,"14,690",
1194,Rs.,"20,999",
1195,Rs.,"1,399",
1196,Rs.,"6,999",
1197,Rs.,"24,480",
1198,Rs.,"15,599",
1199,Rs.,"22,999",
1200,Rs.,"9,350",
1201,Rs.,"31,999",
1202,Rs.,"65,950",
1203,Rs.,"1,500",
1204,Rs.,"31,789",
1205,Rs.,"52,990",
1206,Rs.,"3,750",
1207,Rs.,"7,699",
1208,Rs.,"24,980",
1209,Rs.,"2,449",
1210,Rs.,"23,989",
1211,Rs.,"28,550",
1212,Rs.,"59,999",
1213,Rs.,"10,399",
1214,Rs.,"19,999",
1215,Rs.,"31,999",
1216,Rs.,"19,999",
1217,Rs.,"43,899",
1218,Rs.,"2,595",
1219,Rs.,"4,499",
1220,Rs.,"19,999",
1221,Rs.,"45,999",
1222,Rs.,"2,850",
1223,Rs.,"11,599",
1224,Rs.,"28,999",
1225,Rs.,"23,499",
1226,Rs.,"1,380",
1227,Rs.,"54,999",
1228,Rs.,"59,990",
1229,Rs.,"1,599",
1230,Rs.,"37,999",
1231,Rs.,"2,645",
1232,Rs.,"27,999",
1233,Rs.,"244,999",
1234,Rs.,"18,999",
1235,Rs.,"19,370",
1236,Rs.,"19,799",
1237,Rs.,"22,790",
1238,Rs.,"31,999",
1239,Rs.,"13,799",
1240,Rs.,"7,750",
1241,Rs.,"19,999",
1242,Rs.,"30,499",
1243,Rs.,"22,785",
1244,Rs.,"4,899",
1245,Rs.,"8,950",
1246,Rs.,"4,999",
1247,Rs.,"27,499",
1248,Rs.,"21,999",
1249,Rs.,"12,599",
1250,Rs.,"23,810",
1251,Rs.,"49,999",
1252,Rs.,"31,799",
1253,Rs.,"19,999",
1254,Rs.,"16,579",
1255,Rs.,"203,999",
1256,Rs.,"8,799",
1257,Rs.,"18,990",
1258,Rs.,"8,490",
1259,Rs.,"61,899",
1260,Rs.,"15,499",
1261,Rs.,"26,999",
1262,Rs.,"27,990",
1263,Rs.,"14,499",
1264,Rs.,"4,499",
1265,Rs.,"9,390",
1266,Rs.,"59,990",
1267,Rs.,"2,242",
1268,Rs.,"21,999",
1269,Rs.,"2,500",
1270,Rs.,"19,999",
1271,Rs.,"9,399",
1272,Rs.,"18,500",
1273,Rs.,"27,999",
1274,Rs.,"6,149",
1275,Rs.,"18,499",
1276,Rs.,"71,999",
1277,Rs.,"6,899",
1278,Rs.,"60,995",
1279,Rs.,"32,500",
1280,Rs.,"23,499",
1281,Rs.,"39,940",
1282,Rs.,"10,999",
1283,Rs.,"10,999",
1284,Rs.,"29,850",
1285,Rs.,"31,799",
1286,Rs.,"9,249",
1287,Rs.,"11,999",
1288,Rs.,"1,499",
1289,Rs.,"10,999",
1290,Rs.,"15,999",
1291,Rs.,"64,999",
1292,Rs.,"69,999",
1293,Rs.,"33,490",
1294,Rs.,"20,990",
1295,Rs.,"25,999",
1296,Rs.,"23,990",
1297,Rs.,"84,999",
1298,Rs.,"16,970",
1299,Rs.,"2,500",
1300,Rs.,"44,999",
1301,Rs.,"35,799",
1302,Rs.,"17,540",
1303,Rs.,"254,999",
1304,Rs.,"29,999",
1305,Rs.,"34,999",
1306,Rs.,"49,999",
1307,Rs.,"49,999",
1308,Rs.,"23,499",
1309,Rs.,"9,250",
1310,Rs.,"6,600",
1311,Rs.,"2,545",
1312,Rs.,"1,999",
1313,Rs.,"33,999",
1314,Rs.,"19,720",
1315,Rs.,"10,000",
1316,Rs.,"22,990",
1317,Rs.,"25,499",
1318,Rs.,"10,980",
1319,Rs.,"27,999",
1320,Rs.,"16,999",
1321,Rs.,"17,799",
1322,Rs.,"11,999",
1323,Rs.,"36,690",
1324,Rs.,"2,549",
1325,Rs.,"229,999",
1326,Rs.,"36,999",
1327,Rs.,"20,999",
1328,Rs.,"64,950",
1329,Rs.,"20,490",
1330,Rs.,"7,299",
1331,Rs.,"19,899",
1332,Rs.,"1,400",
1333,Rs.,"23,499",
1334,Rs.,"84,999",
1335,Rs.,"21,499",
1336,Rs.,"20,599",
1337,Rs.,"3,545",
1338,Rs.,"29,949",
1339,Rs.,"16,999",
1340,Rs.,"21,829",
1341,Rs.,"19,799",
1342,Rs.,"40,000",
1343,Rs.,"16,699",
1344,Rs.,"8,170",
1345,Rs.,"66,450",
1346,Rs.,"15,300",
1347,Rs.,"26,499",
1348,Rs.,"230,000",
1349,Rs.,"7,799",
1350,Rs.,"22,090",
1351,Rs.,"164,999",
1352,Rs.,"66,500",
1353,Rs.,"19,999",
1354,Rs.,"16,690",
1355,Rs.,"10,005",
1356,Rs.,"23,499",
1357,Rs.,"10,999",
1358,Rs.,"13,998",
1359,Rs.,"26,999",
1360,Rs.,"1,799",
1361,Rs.,"27,999",
1362,Rs.,"20,890",
1363,Rs.,"1,599",
1364,Rs.,"1,410",
1365,Rs.,"49,999",
1366,Rs.,"36,999",
1367,Rs.,"4,750",
1368,Rs.,"13,999",
1369,Rs.,"18,000",
1370,Rs.,"14,999",
1371,Rs.,"5,850",
1372,Rs.,"15,890",
1373,Rs.,"29,399",
1374,Rs.,"2,499",
1375,Rs.,"15,999",
1376,Rs.,"40,999",
1377,Rs.,"27,599",
1378,Rs.,"9,999",
1379,Rs.,"3,999",
1380,Rs.,"187,999",
1381,Rs.,"69,999",
1382,Rs.,"40,899",
1383,Rs.,"24,350",
1384,Rs.,"13,899",
1385,Rs.,"16,999",
1386,Rs.,"23,450",
1387,Rs.,"16,999",
1388,Rs.,"6,190",
1389,Rs.,"94,999",
1390,Rs.,"244,000",
1391,Rs.,"32,000",
1392,Rs.,"222,999",
1393,Rs.,"8,499",
1394,Rs.,"104,999",
1395,Rs.,"1,399",
1396,Rs.,"49,999",
1397,Rs.,"16,750",
1398,Rs.,"49,999",
1399,Rs.,"29,999",
1400,Rs.,"1,699",
1401,Rs.,"159,999",
1402,Rs.,"149,999",
1403,Rs.,"31,299",
1404,Rs.,"30,799",
1405,Rs.,"35,500",
1406,Rs.,"31,300",
1407,Rs.,"31,999",
1408,Rs.,"3,700",
1409,Rs.,"9,200",
1410,Rs.,"17,250",
1411,Rs.,"16,999",
1412,Rs.,"7,120",
1413,Rs.,"14,499",
1414,Rs.,"1,350",
1415,Rs.,"27,999",
1416,Rs.,"23,950",
1417,Rs.,"1,425",
1418,Rs.,"25,499",
1419,Rs.,"49,490",
1420,Rs.,"13,799",
1421,Rs.,"35,500",
1422,Rs.,"1,310",
1423,Rs.,"59,999",
1424,Rs.,"226,999",
1425,Rs.,"259,999",
1426,Rs.,"6,899",
1427,Rs.,"3,999",
1428,Rs.,"28,499",
1429,Rs.,"86,000",
1430,Rs.,"249,999",
1431,Rs.,"164,999",
1432,Rs.,"39,999",
1433,Rs.,"148,999",
1434,Rs.,"49,999",
1435,Rs.,"24,399",
1436,Rs.,"2,545",
1437,Rs.,"119,999",
1438,Rs.,"52,899",
1439,Rs.,"30,500",
1440,Rs.,"57,150",
1441,Rs.,"69,999",
1442,Rs.,"55,698",
1443,Rs.,"49,999",
1444,Rs.,"30,500",
1445,Rs.,"37,999",
1446,Rs.,"14,999",
1447,Rs.,"24,499",
1448,Rs.,"4,499",
1449,Rs.,"39,999",
1450,Rs.,"57,000",
1451,Rs.,"19,399",
1452,Rs.,"19,499",
1453,Rs.,"6,999",
1454,Rs.,"13,740",
1455,Rs.,"28,999",
1456,Rs.,"16,999",
1457,Rs.,"9,950",
1458,Rs.,"12,500",
1459,Rs.,"26,999",
1460,Rs.,"43,990",
1461,Rs.,"25,000",
1462,Rs.,"5,499",
1463,Rs.,"8,149",
1464,Rs.,"49,999",
1465,Rs.,"10,999",
1466,Rs.,"9,990",
1467,Rs.,"39,980",
1468,Rs.,"14,199",
1469,Rs.,"6,499",
1470,Rs.,"47,799",
1471,Rs.,"1,899",
1472,Rs.,"11,920",
1473,Rs.,"31,235",
1474,Rs.,"16,499",
1475,Rs.,"22,999",
1476,Rs.,"26,280",
1477,Rs.,"2,550",
1478,Rs.,"29,999",
1479,Rs.,"82,499",
1480,Rs.,"16,580",
1481,Rs.,"41,999",
1482,Rs.,"19,350",
1483,Rs.,"103,999",
1484,Rs.,"23,999",
1485,Rs.,"24,899",
1486,Rs.,"7,499",
1487,Rs.,"24,999",
1488,Rs.,"19,359",
1489,Rs.,"10,500",
1490,Rs.,"11,520",
1491,Rs.,"8,499",
1492,Rs.,"26,699",
1493,Rs.,"23,999",
1494,Rs.,"13,659",
1495,Rs.,"31,299",
1496,Rs.,"8,199",
1497,Rs.,"29,999",
1498,Rs.,"67,999",
1499,Rs.,"49,870",
1500,Rs.,"58,499",
1501,Rs.,"25,000",
1502,Rs.,"47,999",
1503,Rs.,"20,999",
1504,Rs.,"146,000",
1505,Rs.,"16,400",
1506,Rs.,"2,150",
1507,Rs.,"16,499",
1508,Rs.,"15,610",
1509,Rs.,"50,000",
1510,Rs.,"15,000",
1511,Rs.,"18,999",
1512,Rs.,"32,899",
1513,Rs.,"13,799",
1514,Rs.,"21,999",
1515,Rs.,"13,500",
1516,Rs.,"47,999",
1517,Rs.,"25,799",
1518,Rs.,"6,699",
1519,Rs.,"20,999",
1520,Rs.,"14,599",
1521,Rs.,"10,500",
1522,Rs.,"7,199",
1523,Rs.,"3,800",
1524,Rs.,"25,500",
1525,Rs.,"21,999",
1526,Rs.,"9,550",
1527,Rs.,"15,860",
1528,Rs.,"16,499",
1529,Rs.,"10,500",
1530,Rs.,"69,999",
1531,Rs.,"2,599",
1532,Rs.,"1,409",
1533,Rs.,"18,000",
1534,Rs.,"25,999",
1535,Rs.,"37,999",
1536,Rs.,"1,550",
1537,Rs.,"29,999",
1538,Rs.,"19,400",
1539,Rs.,"19,899",
1540,Rs.,"35,790",
1541,Rs.,"4,989",
1542,Rs.,"8,999",
1543,Rs.,"3,700",
1544,Rs.,"34,999",
1545,Rs.,"26,499",
1546,Rs.,"144,444",
1547,Rs.,"10,200",
1548,Rs.,"54,999",
1549,Rs.,"41,950",
1550,Rs.,"47,999",
1551,Rs.,"11,999",
1552,Rs.,"57,780",
1553,Rs.,"3,690",
1554,Rs.,"44,999",
1555,Rs.,"39,999",
1556,Rs.,"24,999",
1557,Rs.,"2,250",
1558,Rs.,"10,000",
1559,Rs.,"23,999",
1560,Rs.,"8,499",
1561,Rs.,"47,999",
1562,Rs.,"31,990",
1563,Rs.,"19,899",
1564,Rs.,"6,999",
1565,Rs.,"15,999",
1566,Rs.,"22,500",
1567,Rs.,"5,650",
1568,Rs.,"16,999",
1569,Rs.,"15,499",
1570,Rs.,"8,299",
1571,Rs.,"13,999",
1572,Rs.,"16,900",
1573,Rs.,"1,949",
1574,Rs.,"1,950",
1575,Rs.,"16,999",
1576,Rs.,"10,960",
1577,Rs.,"2,499",
1578,Rs.,"24,999",
1579,Rs.,"2,629",
1580,Rs.,"37,499",
1581,Rs.,"18,999",
1582,Rs.,"104,499",
1583,Rs.,"4,950",
1584,Rs.,"85,999",
1585,Rs.,"10,000",
1586,Rs.,"47,999",
1587,Rs.,"25,099",
1588,Rs.,"28,000",
1589,Rs.,"6,839",
1590,Rs.,"31,999",
1591,Rs.,"56,920",
1592,Rs.,"10,499",
1593,Rs.,"111,999",
1594,Rs.,"41,899",
1595,Rs.,"25,999",
1596,Rs.,"49,499",
1597,Rs.,"13,099",
1598,Rs.,"62,999",
1599,Rs.,"18,599",
1600,Rs.,"1,310",
1601,Rs.,"19,299",
1602,Rs.,"29,499",
1603,Rs.,"18,450",
1604,Rs.,"28,900",
1605,Rs.,"1,949",
1606,Rs.,"28,100",
1607,Rs.,"15,999",
1608,Rs.,"20,600",
1609,Rs.,"14,599",
1610,Rs.,"14,999",
1611,Rs.,"2,399",
1612,Rs.,"23,750",
1613,Rs.,"22,998",
1614,Rs.,"40,000",
1615,Rs.,"5,899",
1616,Rs.,"13,750",
1617,Rs.,"10,000",
1618,Rs.,"2,320",
1619,Rs.,"4,000",
1620,Rs.,"13,499",
1621,Rs.,"23,999",
1622,Rs.,"11,599",
1623,Rs.,"1,849",
1624,Rs.,"14,450",
1625,Rs.,"84,999",
1626,Rs.,"54,999",
1627,Rs.,"24,999",
1628,Rs.,"44,999",
1629,Rs.,"16,699",
1630,Rs.,"15,999",
1631,Rs.,"11,500",
1632,Rs.,"25,000",
1633,Rs.,"23,999",
1634,Rs.,"13,900",
1635,Rs.,"13,990",
1636,Rs.,"19,999",
1637,Rs.,"20,499",
1638,Rs.,"28,150",
1639,Rs.,"18,999",
1640,Rs.,"19,000",
1641,Rs.,"14,599",
1642,Rs.,"23,999",
1643,Rs.,"19,999",
1644,Rs.,"5,000",
1645,Rs.,"30,999",
1646,Rs.,"44,999",
1647,Rs.,"16,699",
1648,Rs.,"16,699",
1649,Rs.,"35,000",
1650,Rs.,"16,095",
1651,Rs.,"37,499",
1652,Rs.,"21,570",
1653,Rs.,"9,499",
1654,Rs.,"21,849",
1655,Rs.,"13,999",
1656,Rs.,"119,999",
1657,Rs.,"36,500",
1658,Rs.,"134,999",
1659,Rs.,"47,999",
1660,Rs.,"56,890",
1661,Rs.,"10,000",
1662,Rs.,"1,499",
1663,Rs.,"4,499",
1664,Rs.,"19,999",
1665,Rs.,"25,999",
1666,Rs.,"29,999",
1667,Rs.,"49,999",
1668,Rs.,"25,999",
1669,Rs.,"16,580",
1670,Rs.,"54,999",
1671,Rs.,"1,599",
1672,Rs.,"67,999",
1673,Rs.,"23,499",
1674,Rs.,"16,999",
1675,Rs.,"39,890",
1676,Rs.,"20,000",
1677,Rs.,"15,999",
1678,Rs.,"33,999",
1679,Rs.,"20,999",
1680,Rs.,"27,999",
1681,Rs.,"41,499",
1682,Rs.,"1,310",
1683,Rs.,"40,500",
1684,Rs.,"32,499",
1685,Rs.,"15,490",
1686,Rs.,"31,999",
1687,Rs.,"67,999",
1688,Rs.,"2,100",
1689,Rs.,"19,500",
1690,Rs.,"31,195",
1691,Rs.,"26,499",
1692,Rs.,"2,700",
1693,Rs.,"12,599",
1694,Rs.,"25,999",
1695,Rs.,"6,390",
1696,Rs.,"11,999",
1697,Rs.,"10,198",
1698,Rs.,"10,000",
1699,Rs.,"1,890",
1700,Rs.,"31,890",
1701,Rs.,"6,899",
1702,Rs.,"26,000",
1703,Rs.,"39,799",
1704,Rs.,"11,999",
1705,Rs.,"33,999",
1706,Rs.,"19,799",
1707,Rs.,"37,490",
1708,Rs.,"101,800",
1709,Rs.,"44,999",
1710,Rs.,"18,999",
1711,Rs.,"67,590",
1712,Rs.,"16,999",
1713,Rs.,"19,999",
1714,Rs.,"29,999",
1715,Rs.,"26,790",
1716,Rs.,"44,999",
1717,Rs.,"16,999",
1718,Rs.,"64,499",
1719,Rs.,"34,999",
1720,Rs.,"3,699",
1721,Rs.,"17,899",
1722,Rs.,"1,500",
1723,Rs.,"24,299",
1724,Rs.,"47,990",
1725,Rs.,"25,339",
1726,Rs.,"16,950",
1727,Rs.,"10,099",
1728,Rs.,"15,999",
1729,Rs.,"17,999",
1730,Rs.,"17,999",
1731,Rs.,"29,999",
1732,Rs.,"5,275",
1733,Rs.,"3,700",
1734,Rs.,"31,999",
1735,Rs.,"26,499",
1736,Rs.,"18,599",
1737,Rs.,"3,900",
1738,Rs.,"5,070",
1739,Rs.,"17,590",
1740,Rs.,"5,199",
1741,Rs.,"14,780",
1742,Rs.,"2,799",
1743,Rs.,"7,750",
1744,Rs.,"20,799",
1745,Rs.,"14,499",
1746,Rs.,"10,999",
1747,Rs.,"5,500",
1748,Rs.,"5,500",
1749,Rs.,"9,499",
1750,Rs.,"49,870",
1751,Rs.,"9,999",
1752,Rs.,"15,599",
1753,Rs.,"27,350",
1754,Rs.,"20,099",
1755,Rs.,"209,999",
1756,Rs.,"20,999",
1757,Rs.,"19,899",
1758,Rs.,"66,000",
1759,Rs.,"227,999",
1760,Rs.,"25,999",
1761,Rs.,"51,000",
1762,Rs.,"1,699",
1763,Rs.,"16,500",
1764,Rs.,"59,990",
1765,Rs.,"7,600",
1766,Rs.,"119,999",
1767,Rs.,"22,999",
1768,Rs.,"58,000",
1769,Rs.,"17,190",
1770,Rs.,"27,999",
1771,Rs.,"32,770",
1772,Rs.,"41,999",
1773,Rs.,"18,899",
1774,Rs.,"25,500",
1775,Rs.,"54,799",
1776,Rs.,"31,970",
1777,Rs.,"29,499",
1778,Rs.,"44,880",
1779,Rs.,"5,000",
1780,Rs.,"5,000",
1781,Rs.,"11,700",
1782,Rs.,"18,000",
1783,Rs.,"20,999",
1784,Rs.,"18,999",
1785,Rs.,"67,999",
1786,Rs.,"24,999",
1787,Rs.,"182,999",
1788,Rs.,"47,999",
1789,Rs.,"4,399",
1790,Rs.,"11,999",
1791,Rs.,"55,200",
1792,Rs.,"9,499",
1793,Rs.,"11,450",
1794,Rs.,"46,999",
1795,Rs.,"32,000",
1796,Rs.,"29,999",
1797,Rs.,"41,800",
1798,Rs.,"17,700",
1799,Rs.,"18,999",
1800,Rs.,"176,999",
1801,Rs.,"26,490",
1802,Rs.,"2,595",
1803,Rs.,"19,950",
1804,Rs.,"8,140",
1805,Rs.,"5,690",
1806,Rs.,"49,870",
1807,Rs.,"67,999",
1808,Rs.,"9,449",
1809,Rs.,"32,999",
1810,Rs.,"19,999",
1811,Rs.,"9,499",
1812,Rs.,"24,999",
1813,Rs.,"67,999",
1814,Rs.,"36,999",
1815,Rs.,"15,499",
1816,Rs.,"15,999",
1817,Rs.,"18,999",
1818,Rs.,"23,999",
1819,Rs.,"3,589",
1820,Rs.,"67,999",
1821,Rs.,"34,000",
1822,Rs.,"5,275",
1823,Rs.,"49,999",
1824,Rs.,"49,999",
1825,Rs.,"25,000",
1826,Rs.,"67,999",
1827,Rs.,"19,799",
1828,Rs.,"55,600",
1829,Rs.,"31,899",
1830,Rs.,"16,580",
1831,Rs.,"10,990",
1832,Rs.,"28,999",
1833,Rs.,"24,999",
1834,Rs.,"26,499",
1835,Rs.,"19,159",
1836,Rs.,"31,999",
1837,Rs.,"19,495",
1838,Rs.,"39,999",
1839,Rs.,"13,490",
1840,Rs.,"2,299",
1841,Rs.,"19,799",
1842,Rs.,"65,500",
1843,Rs.,"5,200",
1844,Rs.,"27,970",
1845,Rs.,"65,000",
1846,Rs.,"27,999",
1847,Rs.,"21,499",
1848,Rs.,"13,790",
1849,Rs.,"24,999",
1850,Rs.,"25,500",
1851,Rs.,"24,999",
1852,Rs.,"1,949",
1853,Rs.,"1,750",
1854,Rs.,"55,000",
1855,Rs.,"18,999",
1856,Rs.,"29,999",
1857,Rs.,"87,600",
1858,Rs.,"16,999",
1859,Rs.,"2,299",
1860,Rs.,"63,999",
1861,Rs.,"15,920",
1862,Rs.,"27,999",
1863,Rs.,"10,499",
1864,Rs.,"13,499",
1865,Rs.,"23,449",
1866,Rs.,"179,999",
1867,Rs.,"1,699",
1868,Rs.,"46,999",
1869,Rs.,"14,900",
1870,Rs.,"49,799",
1871,Rs.,"32,899",
1872,Rs.,"2,740",
1873,Rs.,"19,799",
1874,Rs.,"16,998",
1875,Rs.,"10,500",
1876,Rs.,"14,999",
1877,Rs.,"19,799",
1878,Rs.,"17,999",
1879,Rs.,"18,599",
1880,Rs.,"11,250",
1881,Rs.,"15,060",
1882,Rs.,"199,999",
1883,Rs.,"5,275",
1884,Rs.,"26,000",
1885,Rs.,"2,399",
1886,Rs.,"48,200",
1887,Rs.,"179,999",
1888,Rs.,"48,999",
1889,Rs.,"53,799",
1890,Rs.,"52,999",
1891,Rs.,"219,999",
1892,Rs.,"40,999",
1893,Rs.,"219,999",
1894,Rs.,"189,999",
1895,Rs.,"29,999",
1896,Rs.,"15,999",
1897,Rs.,"25,999",
1898,Rs.,"21,899",
1899,Rs.,"11,450",
1900,Rs.,"47,990",
1901,Rs.,"29,999",
1902,Rs.,"4,699",
1903,Rs.,"9,399",
1904,Rs.,"9,299",
1905,Rs.,"37,499",
1906,Rs.,"11,399",
1907,Rs.,"32,995",
1908,Rs.,"195,999",
1909,Rs.,"22,500",
1910,Rs.,"214,999",
1911,Rs.,"8,199",
1912,Rs.,"4,999",
1913,Rs.,"9,499",
1914,Rs.,"6,899",
1915,Rs.,"18,900",
1916,Rs.,"26,999",
1917,Rs.,"226,999",
1918,Rs.,"43,500",
1919,Rs.,"2,100",
1920,Rs.,"4,000",
1921,Rs.,"24,999",
1922,Rs.,"19,899",
1923,Rs.,"21,999",
1924,Rs.,"29,500",
1925,Rs.,"26,999",
1926,Rs.,"169,999",
1927,Rs.,"54,999",
1928,Rs.,"16,500",
1929,Rs.,"41,999",
1930,Rs.,"22,499",
1931,Rs.,"229,999",
1932,Rs.,"18,050",
1933,Rs.,"149,999",
1934,Rs.,"114,999",
1935,Rs.,"24,000",
1936,Rs.,"14,440",
1937,Rs.,"103,990",
1938,Rs.,"107,799",
1939,Rs.,"26,980",
1940,Rs.,"57,999",
1941,Rs.,"20,999",
1942,Rs.,"26,970",
1943,Rs.,"23,999",
1944,Rs.,"12,500",
1945,Rs.,"84,999",
1946,Rs.,"41,999",
1947,Rs.,"25,499",
1948,Rs.,"39,999",
1949,Rs.,"26,699",
1950,Rs.,"31,000",
1951,Rs.,"1,899",
1952,Rs.,"31,999",
1953,Rs.,"20,999",
1954,Rs.,"15,899",
1955,Rs.,"24,999",
1956,Rs.,"49,999",
1957,Rs.,"40,999",
1958,Rs.,"28,499",
1959,Rs.,"15,978",
1960,Rs.,"44,999",
1961,Rs.,"45,999",
1962,Rs.,"15,999",
1963,Rs.,"19,999",
1964,Rs.,"27,475",
1965,Rs.,"26,500",
1966,Rs.,"74,999",
1967,Rs.,"63,499",
1968,Rs.,"27,980",
1969,Rs.,"9,600",
1970,Rs.,"74,499",
1971,Rs.,"50,000",
1972,Rs.,"18,999",
1973,Rs.,"20,690",
1974,Rs.,"14,999",
1975,Rs.,"129,999",
1976,Rs.,"12,250",
1977,Rs.,"55,000",
1978,Rs.,"31,999",
1979,Rs.,"210,000",
1980,Rs.,"104,999",
1981,Rs.,"14,500",
1982,Rs.,"41,999",
1983,Rs.,"41,999",
1984,Rs.,"30,000",
1985,Rs.,"41,800",
1986,Rs.,"47,699",
1987,Rs.,"24,500",
1988,Rs.,"19,599",
1989,Rs.,"49,999",
1990,Rs.,"15,999",
1991,Rs.,"44,999",
1992,Rs.,"15,399",
1993,Rs.,"17,999",
1994,Rs.,"18,999",
1995,Rs.,"47,450",
1996,Rs.,"20,999",
1997,Rs.,"21,000",
1998,Rs.,"23,899",
1999,Rs.,"44,999",
2000,Rs.,"64,999",
2001,Rs.,"4,800",
2002,Rs.,"233,999",
2003,Rs.,"5,499",
2004,Rs.,"33,999",
2005,Rs.,"15,999",
2006,Rs.,"23,500",
2007,Rs.,"219,999",
2008,Rs.,"29,999",
2009,Rs.,"33,999",
2010,Rs.,"13,999",
2011,Rs.,"40,999",
2012,Rs.,"6,999",
2013,Rs.,"15,000",
2014,Rs.,"84,999",
2015,Rs.,"10,480",
2016,Rs.,"19,340",
2017,Rs.,"214,499",
2018,Rs.,"38,999",
2019,Rs.,"21,999",
2020,Rs.,"241,999",
2021,Rs.,"219,999",
2022,Rs.,"59,999",
2023,Rs.,"16,499",
2024,Rs.,"22,499",
2025,Rs.,"27,999",
2026,Rs.,"24,999",
2027,Rs.,"41,999",
2028,Rs.,"11,899",
2029,Rs.,"39,999",
2030,Rs.,"23,999",
2031,Rs.,"15,999",
2032,Rs.,"84,999",
2033,Rs.,"27,000",
2034,Rs.,"26,490",
2035,Rs.,"23,499",
2036,Rs.,"219,999",
2037,Rs.,"33,999",
2038,Rs.,"24,499",
2039,Rs.,"27,790",
2040,Rs.,"39,999",
