,0,1,2
2041,Rs.,"11,450",
2042,Rs.,"55,600",
2043,Rs.,"49,999",
2044,Rs.,"75,500",
2045,Rs.,"11,999",
2046,Rs.,"14,700",
2047,Rs.,"87,500",
2048,Rs.,"19,499",
2049,Rs.,"33,699",
2050,Rs.,"69,500",
2051,Rs.,"39,500",
2052,Rs.,"7,600",
2053,Rs.,"17,899",
2054,Rs.,"41,000",
2055,Rs.,"33,999",
2056,Rs.,"29,499",
2057,Rs.,"59,999",
2058,Rs.,"19,999",
2059,Rs.,"23,999",
2060,Rs.,"17,499",
2061,Rs.,"15,999",
2062,Rs.,"51,890",
2063,Rs.,"8,099",
2064,Rs.,"14,999",
2065,Rs.,"17,899",
2066,Rs.,"5,000",
2067,Rs.,"9,280",
2068,Rs.,"33,000",
2069,Rs.,"119,999",
2070,Rs.,"43,699",
2071,Rs.,"17,999",
2072,Rs.,"39,999",
2073,Rs.,"15,999",
2074,Rs.,"21,999",
2075,Rs.,"16,999",
2076,Rs.,"11,800",
2077,Rs.,"63,899",
2078,Rs.,"25,999",
2079,Rs.,"64,000",
2080,Rs.,"23,899",
2081,Rs.,"39,999",
2082,Rs.,"31,999",
2083,Rs.,"24,999",
2084,Rs.,"16,500",
2085,Rs.,"44,700",
2086,Rs.,"49,490",
2087,Rs.,"114,999",
2088,Rs.,"25,999",
2089,Rs.,"16,900",
2090,Rs.,"24,999",
2091,Rs.,"38,000",
2092,Rs.,"229,999",
2093,Rs.,"19,999",
2094,Rs.,"14,900",
2095,Rs.,"49,999",
2096,Rs.,"11,750",
2097,Rs.,"25,500",
2098,Rs.,"39,999",
2099,Rs.,"13,400",
2100,Rs.,"49,999",
2101,Rs.,"31,499",
2102,Rs.,"23,999",
2103,Rs.,"119,999",
2104,Rs.,"114,999",
2105,Rs.,"9,999",
2106,Rs.,"33,999",
2107,Rs.,"26,999",
2108,Rs.,"15,999",
2109,Rs.,"8,500",
2110,Rs.,"28,499",
2111,Rs.,"25,999",
2112,Rs.,"14,999",
2113,Rs.,"5,300",
2114,Rs.,"16,700",
2115,Rs.,"229,999",
2116,Rs.,"59,999",
2117,Rs.,"14,999",
2118,Rs.,"23,999",
2119,Rs.,"54,999",
2120,Rs.,"56,999",
2121,Rs.,"16,699",
2122,Rs.,"15,740",
2123,Rs.,"226,999",
2124,Rs.,"15,620",
2125,Rs.,"84,999",
2126,Rs.,"23,800",
2127,Rs.,"24,999",
2128,Rs.,"64,999",
2129,Rs.,"68,999",
2130,Rs.,"33,399",
2131,Rs.,"16,699",
2132,Rs.,"29,999",
2133,Rs.,"39,999",
2134,Rs.,"33,999",
2135,Rs.,"13,999",
2136,Rs.,"9,999",
2137,Rs.,"34,999",
2138,Rs.,"31,999",
2139,Rs.,"20,800",
2140,Rs.,"12,499",
2141,Rs.,"32,999",
2142,Rs.,"17,999",
2143,Rs.,"31,999",
2144,Rs.,"12,000",
2145,Rs.,"69,999",
2146,Rs.,"12,999",
2147,Rs.,"1,600",
2148,Rs.,"19,800",
2149,Rs.,"20,999",
2150,Rs.,"38,999",
2151,Rs.,"27,999",
2152,Rs.,"6,299",
2153,Rs.,"26,999",
2154,Rs.,"19,999",
2155,Rs.,"49,999",
2156,Rs.,"24,980",
2157,Rs.,"35,999",
2158,Rs.,"7,849",
2159,Rs.,"17,500",
2160,Rs.,"191,500",
2161,Rs.,"172,999",
2162,Rs.,"24,000",
2163,Rs.,"15,999",
2164,Rs.,"13,999",
2165,Rs.,"194,999",
2166,Rs.,"29,999",
2167,Rs.,"17,999",
2168,Rs.,"32,200",
2169,Rs.,"14,100",
2170,Rs.,"15,999",
2171,Rs.,"34,999",
2172,Rs.,"31,999",
2173,Rs.,"17,999",
2174,Rs.,"18,580",
2175,Rs.,"37,999",
2176,Rs.,"28,999",
2177,Rs.,"24,999",
2178,Rs.,"32,999",
2179,Rs.,"15,749",
2180,Rs.,"38,000",
2181,Rs.,"16,999",
2182,Rs.,"19,999",
2183,Rs.,"7,980",
2184,Rs.,"18,999",
2185,Rs.,"15,999",
2186,Rs.,"15,999",
2187,Rs.,"187,999",
2188,Rs.,"26,999",
2189,Rs.,"14,499",
2190,Rs.,"15,799",
2191,Rs.,"28,699",
2192,Rs.,"30,000",
2193,Rs.,"32,000",
2194,Rs.,"18,999",
2195,Rs.,"24,899",
2196,Rs.,"184,999",
2197,Rs.,"28,500",
2198,Rs.,"7,249",
2199,Rs.,"32,999",
2200,Rs.,"2,449",
2201,Rs.,"35,999",
2202,Rs.,"36,999",
2203,Rs.,"41,799",
2204,Rs.,"17,700",
2205,Rs.,"114,999",
2206,Rs.,"47,499",
2207,Rs.,"20,999",
2208,Rs.,"19,900",
2209,Rs.,"9,999",
2210,Rs.,"13,900",
2211,Rs.,"24,499",
2212,Rs.,"31,999",
2213,Rs.,"13,890",
2214,Rs.,"7,199",
2215,Rs.,"31,799",
2216,Rs.,"28,999",
2217,Rs.,"15,999",
2218,Rs.,"15,999",
2219,Rs.,"13,999",
2220,Rs.,"13,898",
2221,Rs.,"12,500",
2222,Rs.,"29,999",
2223,Rs.,"2,850",
2224,Rs.,"35,999",
2225,Rs.,"20,890",
2226,Rs.,"14,999",
2227,Rs.,"32,999",
2228,Rs.,"19,599",
2229,Rs.,"25,000",
2230,Rs.,"14,500",
2231,Rs.,"27,799",
2232,Rs.,"18,050",
2233,Rs.,"25,999",
2234,Rs.,"5,850",
2235,Rs.,"2,699",
2236,Rs.,"28,999",
2237,Rs.,"15,999",
2238,Rs.,"6,200",
2239,Rs.,"54,999",
2240,Rs.,"27,999",
2241,Rs.,"36,999",
2242,Rs.,"23,499",
2243,Rs.,"2,449",
2244,Rs.,"35,999",
2245,Rs.,"14,499",
2246,Rs.,"18,999",
2247,Rs.,"4,950",
2248,Rs.,"6,499",
2249,Rs.,"33,999",
2250,Rs.,"11,450",
2251,Rs.,"11,999",
2252,Rs.,"41,999",
2253,Rs.,"28,490",
2254,Rs.,"18,999",
2255,Rs.,"36,999",
2256,Rs.,"22,999",
2257,Rs.,"34,999",
2258,Rs.,"2,499",
2259,Rs.,"7,299",
2260,Rs.,"16,699",
2261,Rs.,"28,999",
2262,Rs.,"19,999",
2263,Rs.,"2,599",
2264,Rs.,"14,110",
2265,Rs.,"27,999",
2266,Rs.,"24,999",
2267,Rs.,"37,999",
2268,Rs.,"24,899",
2269,Rs.,"191,499",
2270,Rs.,"27,500",
2271,Rs.,"49,490",
2272,Rs.,"49,499",
2273,Rs.,"9,500",
2274,Rs.,"11,450",
2275,Rs.,"226,999",
2276,Rs.,"20,500",
2277,Rs.,"33,699",
2278,Rs.,"15,999",
2279,Rs.,"26,499",
2280,Rs.,"1,400",
2281,Rs.,"7,299",
2282,Rs.,"7,299",
2283,Rs.,"19,290",
2284,Rs.,"33,999",
2285,Rs.,"64,999",
2286,Rs.,"194,999",
2287,Rs.,"1,600",
2288,Rs.,"17,999",
2289,Rs.,"17,499",
2290,Rs.,"53,999",
2291,Rs.,"19,999",
2292,Rs.,"31,999",
2293,Rs.,"11,099",
2294,Rs.,"36,999",
2295,Rs.,"16,699",
2296,Rs.,"29,999",
2297,Rs.,"187,999",
2298,Rs.,"36,999",
2299,Rs.,"6,999",
2300,Rs.,"18,799",
2301,Rs.,"24,399",
2302,Rs.,"49,499",
2303,Rs.,"13,490",
2304,Rs.,"22,500",
2305,Rs.,"22,500",
2306,Rs.,"172,999",
2307,Rs.,"28,999",
2308,Rs.,"21,999",
2309,Rs.,"14,999",
2310,Rs.,"28,999",
2311,Rs.,"18,999",
2312,Rs.,"19,999",
2313,Rs.,"15,999",
2314,Rs.,"6,400",
2315,Rs.,"4,999",
2316,Rs.,"19,850",
2317,Rs.,"22,999",
2318,Rs.,"17,999",
2319,Rs.,"194,999",
2320,Rs.,"25,000",
2321,Rs.,"12,999",
2322,Rs.,"45,999",
2323,Rs.,"44,999",
2324,Rs.,"14,900",
2325,Rs.,"17,680",
2326,Rs.,"15,999",
2327,Rs.,"15,490",
2328,Rs.,"22,999",
2329,Rs.,"15,999",
2330,Rs.,"24,999",
2331,Rs.,"20,899",
2332,Rs.,"4,999",
2333,Rs.,"2,599",
2334,Rs.,"30,999",
2335,Rs.,"191,500",
2336,Rs.,"33,999",
2337,Rs.,"49,870",
2338,Rs.,"38,990",
2339,Rs.,"29,500",
2340,Rs.,"19,900",
2341,Rs.,"17,999",
2342,Rs.,"25,999",
2343,Rs.,"40,999",
2344,Rs.,"36,999",
2345,Rs.,"9,499",
2346,Rs.,"5,000",
2347,Rs.,"27,400",
2348,Rs.,"19,499",
2349,Rs.,"4,999",
2350,Rs.,"14,599",
2351,Rs.,"19,999",
2352,Rs.,"13,595",
2353,Rs.,"16,999",
2354,Rs.,"45,999",
2355,Rs.,"12,199",
2356,Rs.,"13,000",
2357,Rs.,"26,999",
2358,Rs.,"22,999",
2359,Rs.,"21,999",
2360,Rs.,"24,999",
2361,Rs.,"14,100",
2362,Rs.,"10,800",
2363,Rs.,"23,999",
2364,Rs.,"33,999",
2365,Rs.,"33,999",
2366,Rs.,"43,999",
2367,Rs.,"38,999",
2368,Rs.,"41,999",
2369,Rs.,"10,000",
2370,Rs.,"33,999",
2371,Rs.,"15,600",
2372,Rs.,"11,800",
2373,Rs.,"67,999",
2374,Rs.,"213,699",
2375,Rs.,"34,999",
2376,Rs.,"18,570",
2377,Rs.,"14,500",
2378,Rs.,"38,999",
2379,Rs.,"14,299",
2380,Rs.,"17,980",
2381,Rs.,"28,999",
2382,Rs.,"27,799",
2383,Rs.,"5,399",
2384,Rs.,"7,699",
2385,Rs.,"27,999",
2386,Rs.,"32,999",
2387,Rs.,"14,499",
2388,Rs.,"12,499",
2389,Rs.,"12,990",
2390,Rs.,"34,499",
2391,Rs.,"13,999",
2392,Rs.,"39,999",
2393,Rs.,"18,900",
2394,Rs.,"191,499",
2395,Rs.,"14,599",
2396,Rs.,"14,099",
2397,Rs.,"36,999",
2398,Rs.,"18,800",
2399,Rs.,"191,500",
2400,Rs.,"20,999",
2401,Rs.,"15,999",
2402,Rs.,"19,999",
2403,Rs.,"156,999",
2404,Rs.,"19,900",
2405,Rs.,"39,999",
2406,Rs.,"18,900",
2407,Rs.,"14,900",
2408,Rs.,"18,999",
2409,Rs.,"1,360",
2410,Rs.,"33,999",
2411,Rs.,"13,499",
2412,Rs.,"16,699",
2413,Rs.,"37,490",
2414,Rs.,"9,995",
2415,Rs.,"17,999",
2416,Rs.,"23,999",
2417,Rs.,"16,999",
2418,Rs.,"16,999",
2419,Rs.,"19,999",
2420,Rs.,"32,999",
2421,Rs.,"28,999",
2422,Rs.,"33,990",
2423,Rs.,"19,499",
2424,Rs.,"29,470",
2425,Rs.,"2,299",
2426,Rs.,"24,999",
2427,Rs.,"14,600",
2428,Rs.,"173,000",
2429,Rs.,"9,499",
2430,Rs.,"3,900",
2431,Rs.,"28,999",
2432,Rs.,"74,999",
2433,Rs.,"74,999",
2434,Rs.,"49,999",
2435,Rs.,"33,999",
2436,Rs.,"10,499",
2437,Rs.,"5,000",
2438,Rs.,"12,800",
2439,Rs.,"51,899",
2440,Rs.,"23,750",
2441,Rs.,"16,900",
2442,Rs.,"35,599",
2443,Rs.,"33,699",
2444,Rs.,"31,999",
2445,Rs.,"15,999",
2446,Rs.,"15,000",
2447,Rs.,"40,000",
2448,Rs.,"182,999",
2449,Rs.,"7,399",
2450,Rs.,"31,999",
2451,Rs.,"30,999",
2452,Rs.,"19,999",
2453,Rs.,"16,999",
2454,Rs.,"15,999",
2455,Rs.,"26,399",
2456,Rs.,"18,999",
2457,Rs.,"16,500",
2458,Rs.,"23,999",
2459,Rs.,"17,800",
2460,Rs.,"13,480",
2461,Rs.,"3,650",
2462,Rs.,"17,499",
2463,Rs.,"11,999",
2464,Rs.,"17,999",
2465,Rs.,"9,399",
2466,Rs.,"34,999",
2467,Rs.,"14,799",
2468,Rs.,"25,999",
2469,Rs.,"24,390",
2470,Rs.,"29,999",
2471,Rs.,"28,799",
2472,Rs.,"41,999",
2473,Rs.,"34,299",
2474,Rs.,"14,900",
2475,Rs.,"5,690",
2476,Rs.,"40,999",
2477,Rs.,"2,920",
2478,Rs.,"29,999",
2479,Rs.,"8,214",
2480,Rs.,"17,999",
2481,Rs.,"15,999",
2482,Rs.,"14,900",
2483,Rs.,"12,450",
2484,Rs.,"162,999",
2485,Rs.,"182,999",
2486,Rs.,"19,799",
2487,Rs.,"1,899",
2488,Rs.,"1,699",
2489,Rs.,"16,999",
2490,Rs.,"17,799",
2491,Rs.,"14,499",
2492,Rs.,"22,499",
2493,Rs.,"31,999",
2494,Rs.,"14,999",
2495,Rs.,"14,380",
2496,Rs.,"33,999",
2497,Rs.,"27,999",
2498,Rs.,"15,399",
2499,Rs.,"18,499",
2500,Rs.,"32,999",
2501,Rs.,"14,499",
2502,Rs.,"14,499",
2503,Rs.,"20,470",
2504,Rs.,"24,750",
2505,Rs.,"32,199",
2506,Rs.,"11,488",
2507,Rs.,"15,999",
2508,Rs.,"172,999",
2509,Rs.,"33,999",
2510,Rs.,"33,999",
2511,Rs.,"43,999",
2512,Rs.,"54,999",
2513,Rs.,"39,899",
2514,Rs.,"31,999",
2515,Rs.,"31,999",
2516,Rs.,"31,999",
2517,Rs.,"1,599",
2518,Rs.,"17,899",
2519,Rs.,"19,799",
2520,Rs.,"17,799",
2521,Rs.,"14,999",
2522,Rs.,"40,999",
2523,Rs.,"1,499",
2524,Rs.,"1,499",
2525,Rs.,"25,999",
2526,Rs.,"26,000",
2527,Rs.,"21,999",
2528,Rs.,"24,699",
2529,Rs.,"24,749",
2530,Rs.,"49,799",
2531,Rs.,"27,450",
2532,Rs.,"14,900",
2533,Rs.,"33,999",
2534,Rs.,"15,999",
2535,Rs.,"15,999",
2536,Rs.,"14,900",
2537,Rs.,"1,550",
2538,Rs.,"5,499",
2539,Rs.,"22,999",
2540,Rs.,"19,799",
2541,Rs.,"15,970",
2542,Rs.,"14,499",
2543,Rs.,"14,999",
2544,Rs.,"16,699",
2545,Rs.,"25,440",
2546,Rs.,"2,499",
2547,Rs.,"2,499",
2548,Rs.,"14,799",
2549,Rs.,"1,599",
2550,Rs.,"13,499",
2551,Rs.,"36,250",
2552,Rs.,"28,999",
2553,Rs.,"27,000",
2554,Rs.,"23,760",
2555,Rs.,"27,999",
2556,Rs.,"19,799",
2557,Rs.,"12,980",
2558,Rs.,"16,499",
2559,Rs.,"17,899",
2560,Rs.,"14,240",
2561,Rs.,"28,999",
2562,Rs.,"28,499",
2563,Rs.,"16,480",
2564,Rs.,"31,999",
2565,Rs.,"22,490",
2566,Rs.,"29,999",
2567,Rs.,"16,980",
2568,Rs.,"1,999",
2569,Rs.,"8,780",
2570,Rs.,"40,999",
2571,Rs.,"27,999",
2572,Rs.,"9,950",
2573,Rs.,"4,980",
2574,Rs.,"12,599",
2575,Rs.,"9,299",
2576,Rs.,"21,780",
2577,Rs.,"15,999",
2578,Rs.,"38,799",
2579,Rs.,"12,999",
2580,Rs.,"9,499",
2581,Rs.,"14,499",
2582,Rs.,"19,999",
2583,Rs.,"16,180",
2584,Rs.,"23,000",
2585,Rs.,"8,999",
2586,Rs.,"11,999",
2587,Rs.,"4,199",
2588,Rs.,"4,999",
2589,Rs.,"91,999",
2590,Rs.,"31,500",
2591,Rs.,"10,499",
2592,Rs.,"6,699",
2593,Rs.,"3,999",
2594,Rs.,"12,499",
2595,Rs.,"16,499",
2596,Rs.,"21,999",
2597,Rs.,"3,399",
2598,Rs.,"34,999",
2599,Rs.,"9,499",
2600,Rs.,"20,999",
2601,Rs.,"3,999",
2602,Rs.,"3,999",
2603,Rs.,"17,230",
2604,Rs.,"11,498",
2605,Rs.,"65,999",
2606,Rs.,"25,999",
2607,Rs.,"30,999",
2608,Rs.,"21,099",
2609,Rs.,"39,999",
2610,Rs.,"12,600",
2611,Rs.,"16,000",
2612,Rs.,"15,499",
2613,Rs.,"16,000",
2614,Rs.,"7,400",
2615,Rs.,"26,500",
2616,Rs.,"24,499",
2617,Rs.,"15,599",
2618,Rs.,"17,000",
2619,Rs.,"17,000",
2620,Rs.,"15,899",
2621,Rs.,"15,899",
2622,Rs.,"15,899",
2623,Rs.,"14,499",
2624,Rs.,"46,999",
2625,Rs.,"18,999",
2626,Rs.,"18,999",
2627,Rs.,"47,999",
2628,Rs.,"47,999",
2629,Rs.,"14,499",
2630,Rs.,"47,999",
2631,Rs.,"14,499",
2632,Rs.,"56,999",
2633,Rs.,"15,799",
2634,Rs.,"56,899",
2635,Rs.,"15,799",
2636,Rs.,"42,000",
2637,Rs.,"42,000",
2638,Rs.,"41,499",
2639,Rs.,"56,899",
2640,Rs.,"18,999",
2641,Rs.,"128,000",
2642,Rs.,"128,000",
2643,Rs.,"19,599",
2644,Rs.,"9,500",
2645,Rs.,"32,999",
2646,Rs.,"33,499",
2647,Rs.,"32,999",
2648,Rs.,"31,999",
2649,Rs.,"31,999",
2650,Rs.,"20,999",
2651,Rs.,"31,999",
2652,Rs.,"31,899",
2653,Rs.,"18,400",
2654,Rs.,"2,799",
2655,Rs.,"14,499",
2656,Rs.,"16,500",
2657,Rs.,"9,600",
2658,Rs.,"27,799",
2659,Rs.,"51,999",
2660,Rs.,"35,699",
2661,Rs.,"27,799",
2662,Rs.,"27,799",
2663,Rs.,"19,599",
2664,Rs.,"35,799",
2665,Rs.,"39,999",
2666,Rs.,"51,999",
2667,Rs.,"39,999",
2668,Rs.,"39,999",
2669,Rs.,"19,599",
2670,Rs.,"51,999",
2671,Rs.,"19,499",
2672,Rs.,"35,799",
2673,Rs.,"23,999",
2674,Rs.,"26,999",
2675,Rs.,"23,999",
2676,Rs.,"14,999",
2677,Rs.,"39,499",
2678,Rs.,"32,999",
2679,Rs.,"32,999",
2680,Rs.,"30,999",
2681,Rs.,"17,999",
2682,Rs.,"27,999",
2683,Rs.,"25,799",
2684,Rs.,"25,799",
2685,Rs.,"25,799",
2686,Rs.,"22,399",
2687,Rs.,"18,799",
2688,Rs.,"27,999",
2689,Rs.,"27,999",
2690,Rs.,"27,199",
2691,Rs.,"20,499",
2692,Rs.,"18,799",
2693,Rs.,"59,999",
2694,Rs.,"1,339",
2695,Rs.,"26,499",
2696,Rs.,"25,299",
2697,Rs.,"26,499",
2698,Rs.,"2,690",
2699,Rs.,"29,999",
2700,Rs.,"2,999",
2701,Rs.,"6,699",
2702,Rs.,"7,499",
2703,Rs.,"3,790",
2704,Rs.,"5,199",
2705,Rs.,"4,999",
2706,Rs.,"12,999",
2707,Rs.,"13,299",
2708,Rs.,"39,500",
2709,Rs.,"24,999",
2710,Rs.,"24,999",
2711,Rs.,"26,399",
2712,Rs.,"14,199",
2713,Rs.,"26,999",
2714,Rs.,"13,999",
2715,Rs.,"13,999",
2716,Rs.,"13,999",
2717,Rs.,"17,299",
2718,Rs.,"17,299",
2719,Rs.,"17,299",
2720,Rs.,"19,499",
2721,Rs.,"22,149",
2722,Rs.,"19,499",
2723,Rs.,"22,099",
2724,Rs.,"22,199",
2725,Rs.,"19,499",
2726,Rs.,"14,499",
2727,Rs.,"36,699",
2728,Rs.,"28,299",
2729,Rs.,"28,299",
2730,Rs.,"11,999",
2731,Rs.,"28,299",
2732,Rs.,"11,999",
2733,Rs.,"11,999",
2734,Rs.,"16,899",
2735,Rs.,"16,899",
2736,Rs.,"16,999",
2737,Rs.,"8,999",
2738,Rs.,"8,999",
2739,Rs.,"8,999",
2740,Rs.,"31,999",
2741,Rs.,"31,999",
2742,Rs.,"31,999",
2743,Rs.,"35,499",
2744,Rs.,"34,999",
2745,Rs.,"34,999",
2746,Rs.,"25,999",
2747,Rs.,"16,980",
2748,Rs.,"15,288",
2749,Rs.,"29,990",
2750,Rs.,"26,899",
2751,Rs.,"38,999",
2752,Rs.,"13,459",
2753,Rs.,"18,299",
2754,Rs.,"14,699",
2755,Rs.,"38,899",
2756,Rs.,"34,500",
2757,Rs.,"36,999",
2758,Rs.,"16,499",
2759,Rs.,"26,999",
2760,Rs.,"1,950",
2761,Rs.,"10,999",
2762,Rs.,"10,999",
2763,Rs.,"15,799",
2764,Rs.,"36,999",
2765,Rs.,"15,799",
2766,Rs.,"36,999",
2767,Rs.,"36,999",
2768,Rs.,"10,999",
2769,Rs.,"15,799",
2770,Rs.,"19,500",
2771,Rs.,"24,999",
2772,Rs.,"34,999",
2773,Rs.,"15,199",
2774,Rs.,"23,499",
2775,Rs.,"15,199",
2776,Rs.,"23,499",
2777,Rs.,"15,199",
2778,Rs.,"23,499",
2779,Rs.,"1,670",
2780,Rs.,"38,800",
2781,Rs.,"23,499",
2782,Rs.,"26,500",
2783,Rs.,"1,899",
2784,Rs.,"1,699",
2785,Rs.,"24,500",
2786,Rs.,"23,999",
2787,Rs.,"20,999",
2788,Rs.,"20,999",
2789,Rs.,"23,999",
2790,Rs.,"23,499",
2791,Rs.,"19,999",
2792,Rs.,"19,999",
2793,Rs.,"19,999",
2794,Rs.,"17,500",
2795,Rs.,"17,199",
2796,Rs.,"18,499",
2797,Rs.,"17,699",
2798,Rs.,"6,999",
2799,Rs.,"6,999",
2800,Rs.,"27,499",
2801,Rs.,"27,499",
2802,Rs.,"27,999",
2803,Rs.,"16,399",
2804,Rs.,"17,999",
2805,Rs.,"16,499",
2806,Rs.,"18,499",
2807,Rs.,"40,799",
2808,Rs.,"42,999",
2809,Rs.,"41,199",
2810,Rs.,"14,499",
2811,Rs.,"14,499",
2812,Rs.,"14,499",
2813,Rs.,"24,499",
2814,Rs.,"9,949",
2815,Rs.,"30,999",
2816,Rs.,"31,499",
2817,Rs.,"20,399",
2818,Rs.,"13,500",
2819,Rs.,"13,500",
2820,Rs.,"19,499",
2821,Rs.,"19,499",
2822,Rs.,"8,999",
2823,Rs.,"9,499",
2824,Rs.,"8,999",
2825,Rs.,"20,999",
2826,Rs.,"21,499",
2827,Rs.,"12,999",
2828,Rs.,"12,999",
2829,Rs.,"12,999",
2830,Rs.,"13,000",
2831,Rs.,"30,000",
2832,Rs.,"28,999",
2833,Rs.,"41,899",
2834,Rs.,"21,899",
2835,Rs.,"9,999",
2836,Rs.,"10,000",
2837,Rs.,"10,000",
2838,Rs.,"16,000",
2839,Rs.,"8,500",
2840,Rs.,"7,500",
2841,Rs.,"13,799",
2842,Rs.,"10,000",
2843,Rs.,"7,500",
2844,Rs.,"14,000",
2845,Rs.,"7,500",
2846,Rs.,"10,000",
2847,Rs.,"19,799",
2848,Rs.,"33,499",
2849,Rs.,"5,599",
2850,Rs.,"10,000",
2851,Rs.,"17,000",
2852,Rs.,"17,000",
2853,Rs.,"17,000",
2854,Rs.,"15,799",
2855,Rs.,"37,999",
2856,Rs.,"50,000",
2857,Rs.,"50,000",
2858,Rs.,"14,000",
2859,Rs.,"22,999",
2860,Rs.,"18,699",
2861,Rs.,"4,899",
2862,Rs.,"4,899",
2863,Rs.,"69,999",
2864,Rs.,"2,099",
2865,Rs.,"51,000",
2866,Rs.,"72,599",
2867,Rs.,"3,799",
2868,Rs.,"2,200",
2869,Rs.,"78,999",
2870,Rs.,800,
2871,Rs.,"2,500",
2872,Rs.,"78,999",
2873,Rs.,599,
2874,Rs.,299,
2875,Rs.,"7,499",
2876,Rs.,350,
2877,Rs.,"1,550",
2878,Rs.,"1,411",
2879,Rs.,"9,999",
2880,Rs.,"5,499",
2881,Rs.,"4,999",
2882,Rs.,"9,999",
2883,Rs.,"24,999",
2884,Rs.,"13,699",
2885,Rs.,"15,699",
2886,Rs.,"41,999",
2887,Rs.,"10,000",
2888,Rs.,"2,544",
2889,Rs.,"25,999",
2890,Rs.,"10,394",
2891,Rs.,"80,999",
2892,Rs.,"11,593",
2893,Rs.,"57,999",
2894,Rs.,"39,999",
2895,Rs.,"15,700",
2896,Rs.,"57,999",
2897,Rs.,"26,999",
2898,Rs.,"2,454",
2899,Rs.,"19,999",
2900,Rs.,"2,635",
2901,Rs.,"12,095",
2902,Rs.,"14,499",
2903,Rs.,"66,490",
2904,Rs.,"16,580",
2905,Rs.,"15,344",
2906,Rs.,"12,149",
2907,Rs.,"184,999",
2908,Rs.,"10,479",
2909,Rs.,"40,999",
2910,Rs.,"27,999",
2911,Rs.,"23,999",
2912,Rs.,"1,789",
2913,Rs.,"2,422",
2914,Rs.,"16,398",
2915,Rs.,"13,799",
2916,Rs.,"1,329",
2917,Rs.,"10,000",
2918,Rs.,"2,498",
2919,Rs.,"27,999",
2920,Rs.,"13,594",
2921,Rs.,"8,980",
2922,Rs.,"16,589",
2923,Rs.,"13,542",
2924,Rs.,"15,420",
2925,Rs.,"11,598",
2926,Rs.,"43,499",
2927,Rs.,"6,850",
2928,Rs.,"18,285",
2929,Rs.,"40,398",
2930,Rs.,"35,000",
2931,Rs.,"31,240",
2932,Rs.,"23,599",
2933,Rs.,"2,454",
2934,Rs.,"32,899",
2935,Rs.,"16,999",
2936,Rs.,"46,499",
2937,Rs.,"6,079",
2938,Rs.,"19,694",
2939,Rs.,"7,899",
2940,Rs.,"43,999",
2941,Rs.,"57,999",
2942,Rs.,"8,972",
2943,Rs.,"24,999",
2944,Rs.,"7,190",
2945,Rs.,"17,000",
2946,Rs.,"3,000",
2947,Rs.,"8,100",
2948,Rs.,"12,499",
2949,Rs.,"23,498",
2950,Rs.,"23,998",
2951,Rs.,"10,000",
2952,Rs.,"22,259",
2953,Rs.,"5,999",
2954,Rs.,"23,395",
2955,Rs.,"18,000",
2956,Rs.,"53,999",
2957,Rs.,"4,900",
2958,Rs.,"27,499",
2959,Rs.,"111,700",
2960,Rs.,"33,999",
2961,Rs.,"7,999",
2962,Rs.,"26,099",
2963,Rs.,"63,499",
2964,Rs.,"10,499",
2965,Rs.,"24,590",
2966,Rs.,"3,565",
2967,Rs.,"19,398",
2968,Rs.,"47,999",
2969,Rs.,"21,799",
2970,Rs.,"216,999",
2971,Rs.,"16,999",
2972,Rs.,"119,999",
2973,Rs.,"37,999",
2974,Rs.,"16,695",
2975,Rs.,"16,239",
2976,Rs.,"5,099",
2977,Rs.,"36,999",
2978,Rs.,"21,799",
2979,Rs.,"37,998",
2980,Rs.,"13,499",
2981,Rs.,"25,999",
2982,Rs.,"51,999",
2983,Rs.,"32,790",
2984,Rs.,"179,999",
2985,Rs.,"1,699",
2986,Rs.,"17,500",
2987,Rs.,"43,999",
2988,Rs.,"29,999",
2989,Rs.,"220,000",
2990,Rs.,1,
2991,Rs.,"31,999",
2992,Rs.,"84,999",
2993,Rs.,"339,999",
2994,Rs.,"27,999",
2995,Rs.,"38,999",
2996,Rs.,"31,999",
2997,Rs.,"18,000",
2998,Rs.,"39,000",
2999,Rs.,"61,999",
3000,Rs.,"36,999",
3001,Rs.,"3,300",
3002,Rs.,"4,300",
3003,Rs.,"17,999",
3004,Rs.,"14,500",
3005,Rs.,"13,600",
3006,Rs.,"31,999",
3007,Rs.,"2,644",
3008,Rs.,"14,588",
3009,Rs.,"8,499",
3010,Rs.,"16,299",
3011,Rs.,"31,199",
3012,Rs.,"15,193",
3013,Rs.,"5,055",
3014,Rs.,"29,000",
3015,Rs.,"31,499",
3016,Rs.,"12,500",
3017,Rs.,"26,500",
3018,Rs.,"27,698",
3019,Rs.,"15,000",
3020,Rs.,"2,246",
3021,Rs.,"56,998",
3022,Rs.,"43,590",
3023,Rs.,"6,590",
3024,Rs.,"8,999",
3025,Rs.,"15,499",
3026,Rs.,"2,798",
3027,Rs.,"4,898",
3028,Rs.,"6,589",
3029,Rs.,"10,000",
3030,Rs.,"57,799",
3031,Rs.,"10,450",
3032,Rs.,"24,999",
3033,Rs.,"23,999",
3034,Rs.,"35,999",
3035,Rs.,"17,999",
3036,Rs.,"45,999",
3037,Rs.,"19,390",
3038,Rs.,"25,000",
3039,Rs.,"65,899",
3040,Rs.,"99,999",
